NAME,HOUSENUM,STREETNAME,ADDRESS,ZIP,CITY
Holy Mountain Nursery #5,29-49,137 STREET,29-49 137 STREET,11354,Flushing
Whitestone School Child Development,14-45,143 STREET,14-45 143 STREET,11357,Whitestone
Bethel Mission Junior Academy,106-15,154 STREET,106-15 154 STREET,11433,Jamaica
The House For Bright & Gifted Children,33-15,154 STREET,33-15 154 STREET,11354,Flushing
South Jamaica Ctr For Children&Parents Inc. Hs,94-43,159 STREET,94-43 159 STREET,11433,Jamaica
Jamaica Sda/Busy Bee Learning Center,88-28,163 STREET,88-28 163 STREET,11432,Jamaica
The Crayon Box,44-10,192 STREET,44-10 192 STREET,11358,Flushing
E.E.C Church Of St. Margaret Of Scotland,58-30,193 STREET,58-30 193 STREET,11365,Fresh Meadows
Kiddie World Nursery&Kindergarten,100-55,195 STREET,100-55 195 STREET,11423,Hollis
Innovative Leraning Center,50,MONROE PLACE,50 MONROE PLACE,11201,Brooklyn
Farragut Children's Center,32,NAVY STREET,32 NAVY STREET,11201,Brooklyn
Family Head Start,293,NEPTUNE AVENUE,293 NEPTUNE AVENUE,11235,Brooklyn
"Faith, Hope&Charity Dcc #6",370,NEW LOTS AVENUE,370 NEW LOTS AVENUE,11207,Brooklyn
Horeb Day Care Center I/T,520,KINGSTON AVENUE,520 KINGSTON AVENUE,11225,Brooklyn
Kingston Kids Little Castle,70,KINGSTON AVENUE,70 KINGSTON AVENUE,11213,Brooklyn
The Salvation Army Ridgewood Dcc,227,KNICKERBOCKER AVENUE,227 KNICKERBOCKER AVENUE,11237,Brooklyn
Tabernacle Dcc,34,KOSCIUSZKO STREET,34 KOSCIUSZKO STREET,11205,Brooklyn
Rita Gold Early Childhood Center,525,WEST 120 STREET,525 WEST 120 STREET,10027,New York
Utopia Children's Center,236,WEST 129 STREET,236 WEST 129 STREET,10027,New York
Utopia Children's Ctr,236,WEST 131 STREET,236 WEST 131 STREET,10027,New York
Annunciation Little Angels Hs,461,WEST 131 STREET,461 WEST 131 STREET,10027,New York
Upper Manhattan Day Care Child,207,WEST 133 STREET,207 WEST 133 STREET,10030,New York
City&Country School,146,WEST 13 STREET,146 WEST 13 STREET,10011,New York
Mary Walton Cc,224,WEST 152 STREET,224 WEST 152 STREET,10039,New York
Children's Aid Society At Ps.8 Hs,465,WEST 167 STREET,465 WEST 167 STREET,10032,New York
Family School West Montessori Family,308,WEST 46 STREET,308 WEST 46 STREET,10036,New York
Pre-School For Multi Handicapped Children,432,WEST 58 STREET,432 WEST 58 STREET,10019,New York
Preschool For Multihandicapped Children/Infant Program,432,WEST 58 STREET,432 WEST 58 STREET,10019,New York
Children's Center Of John Jay College Of Criminal Justice Inc.,445,WEST 59 STREET,445 WEST 59 STREET,10019,New York
Westside Ymca Coop Nursery,5,WEST 63 STREET,5 WEST 63 STREET,10023,New York
Mable Barrett Fitzgerald,243,WEST 64 STREET,243 WEST 64 STREET,10023,New York
West End Collegiate Church Playschool,245,WEST 77 STREET,245 WEST 77 STREET,10024,New York
Goddard Riverside Day Care Center,114,WEST 91 STREET,114 WEST 91 STREET,10024,New York
Nia Lyceum Academy,130,LINCOLN ROAD,130 LINCOLN ROAD,11225,Brooklyn
Marie Durdin Ccc,2700,LINDEN BOULEVARD,2700 LINDEN BOULEVARD,11208,Brooklyn
Lorimer Prepartory School,1010,LORIMER STREET,1010 LORIMER STREET,11222,Brooklyn
United Community Of Williamsburg Dcc,152,MANHATTAN AVENUE,152 MANHATTAN AVENUE,11206,Brooklyn
Bethany Child Development Center,460,MARCUS GARVEY BOULEVARD,460 MARCUS GARVEY BOULEVARD,11216,Brooklyn
Ym&Uwha Of Washington Heights & Inwood,54,NAGLE AVENUE,54 NAGLE AVENUE,10040,New York
International P/S,1010,PARK AVENUE,1010 PARK AVENUE,10028,New York
Town House International School,1209,PARK AVENUE,1209 PARK AVENUE,10128,New York
The Citigroup Children's Center At 399 Park Pre-School,399,PARK AVENUE,399 PARK AVENUE,10022,New York
Red Balloon,560,RIVERSIDE DRIVE,560 RIVERSIDE DRIVE,10027,New York
Little Missionary Day Nursery,93,ST MARKS PLACE,93 ST MARKS PLACE,10009,New York
Greenwich Village Center,219,SULLIVAN STREET,219 SULLIVAN STREET,10012,New York
Trinity Parish Pre-School&Nursery,74,TRINITY PLACE,74 TRINITY PLACE,10006,New York
Noath's Ark,120,VERMILYEA AVENUE,120 VERMILYEA AVENUE,10034,New York
Nicholas Cardel Dcc,84,VERMILYEA AVENUE,84 VERMILYEA AVENUE,10034,New York
Bloomingdale Family Program Hs,171,WEST 107 STREET,171 WEST 107 STREET,10025,New York
Child Memorial Head Start,141,WEST 115 STREET,141 WEST 115 STREET,10026,New York
"Williamsburg Ifant & Ecd Center, Inc.",309,HEWES STREET,309 HEWES STREET,11211,Brooklyn
Plymouth Church School,25,HICKS STREET,25 HICKS STREET,11201,Brooklyn
Genesis Homes Dcc,330,HINSDALE STREET,330 HINSDALE STREET,11207,Brooklyn
Bambie Dcc,1981,HOMECREST AVENUE,1981 HOMECREST AVENUE,11229,Brooklyn
"Parents United For A Better Society, Inc.",616,JAMAICA AVENUE,616 JAMAICA AVENUE,11208,Brooklyn
Our Children's Center,300,JAY STREET,300 JAY STREET,11201,Brooklyn
Monarch Playschool,271,SMITH STREET,271 SMITH STREET,11231,Brooklyn
St. John's Dcc Inc.,1492,ST JOHN'S PLACE,1492 ST JOHN'S PLACE,11213,Brooklyn
Smiling Faces Christian Dcc I/T,1677,ST JOHN'S PLACE,1677 ST JOHN'S PLACE,11233,Brooklyn
Salvation Army Sutter Avenue Dc,20,SUTTER AVENUE,20 SUTTER AVENUE,11212,Brooklyn
"Phl's Day Care Center, Inc. Dba Phyl's Academy",3520,TILDEN AVENUE,3520 TILDEN AVENUE,11203,Brooklyn
Beit Yehudah Center,2082,UTICA AVENUE,2082 UTICA AVENUE,11234,Brooklyn
Kon Wah Day School,135-27,38 AVENUE,135-27 38 AVENUE,11354,Flushing
South Jamaica Center For Children And Parents Inc. Iii,226-11,56 AVENUE,226-11 56 AVENUE,11364,Oakland Gardens
Forest Park School/Beth Jacob,102-35,63 ROAD,102-35 63 ROAD,11375,Forest Hills
Ridgewood Pre-Sch Ctr,59-14,70 AVENUE,59-14 70 AVENUE,11385,Ridgewood
Aguadilla Dcc,656,WILLOUGHBY AVENUE,656 WILLOUGHBY AVENUE,11206,Brooklyn
The Williamsburg Neighborhood Nursery School,10,WITHERS STREET,10 WITHERS STREET,11211,Brooklyn
Northside Therapeutic Ecc,1301,5 AVENUE,1301 5 AVENUE,10029,New York
Children First On 5th Ave. I/T,600,5 AVENUE,600 5 AVENUE,10020,New York
Northern Manhattan Learning Center For Children&Family Hs,1854,AMSTERDAM AVENUE,1854 AMSTERDAM AVENUE,10031,New York
River Park Nursery School&Kingergarten,711,AMSTERDAM AVENUE,711 AMSTERDAM AVENUE,10025,New York
Claremont Children's School,747,AMSTERDAM AVENUE,747 AMSTERDAM AVENUE,10025,New York
Educational Alliance Hs At Ps 142,100,ATTORNEY STREET,100 ATTORNEY STREET,10002,New York
The Children's Center At Time Warner I/T,1271,AVENUE OF AMERICAS,1271 AVENUE OF AMERICAS,10020,New York
M.A.R.C. After School,2105,JEROME AVENUE,2105 JEROME AVENUE,10453,Bronx
Anna Lefkowitz Dcc,690,WESTCHESTER AVENUE,690 WESTCHESTER AVENUE,10455,Bronx
Kids World Day Care Inc.,1239,NOSTRAND AVENUE,1239 NOSTRAND AVENUE,11225,Brooklyn
Escalera Head Start,169,WEST 87 STREET,169 WEST 87 STREET,10024,New York
"Magic Rainbow, Inc. Dba:Teaching, Learning&Caring Dc",212-47,JAMAICA AVENUE,212-47 JAMAICA AVENUE,11428,Queens Village
Middleton's Day Care,225-16,MERRICK BOULEVARD,225-16 MERRICK BOULEVARD,11413,Springfield Gardens
Little Shepherd Dcc,2260,ANDREWS AVENUE,2260 ANDREWS AVENUE,10468,Bronx
People's United Methodist Hs,39-34,21 AVENUE,39-34 21 AVENUE,11105,Astoria
Queens Community Ecc,146-05,228 STREET,146-05 228 STREET,11413,Springfield Gardens
Bright Beginnings Child Care,35-01,24 STREET,35-01 24 STREET,11106,Astoria
All Children's Infant Care,35-01,24 STREET,35-01 24 STREET,11106,Astoria
Lynn Nurseryschool,146-21,29 AVENUE,146-21 29 AVENUE,11354,Flushing
Elmcor Dcc,100-17,32 AVENUE,100-17 32 AVENUE,11369,East Elmhurst
Sharon Nursery School,145-15,34 AVENUE,145-15 34 AVENUE,11354,Flushing
Fairway Cooperative Nursery School,79-10,34 AVENUE,79-10 34 AVENUE,11372,Jackson Heights
Paerdegat Day School,1510,PAERDEGAT AVENUE NORTH,1510 PAERDEGAT AVENUE NORTH,11236,Brooklyn
First Impression Nursery School,778,ROGERS AVENUE,778 ROGERS AVENUE,11226,Brooklyn
Pal Miccio Dcc,595,CLINTON STREET,595 CLINTON STREET,11231,Brooklyn
Keshet Learning Center Iii,2169,CONEY ISLAND AVENUE,2169 CONEY ISLAND AVENUE,11223,Brooklyn
T.O.P.S. For Your Inc. Mother's Nursery Room,366,CORNELIA STREET,366 CORNELIA STREET,11237,Brooklyn
Get Set Kindergarten I/T Program,1919,CORTELYOU ROAD,1919 CORTELYOU ROAD,11226,Brooklyn
Brooklyn Heights Montessori School,185,COURT STREET,185 COURT STREET,11201,Brooklyn
Yai/Nyl William O'Connor Midwood St. Brendan's,1520,EAST 13 STREET,1520 EAST 13 STREET,11230,Brooklyn
Abc Day Care Center,1019,CHURCH AVENUE,1019 CHURCH AVENUE,11218,Brooklyn
C.Y.C.L.E.,2412,CHURCH AVENUE,2412 CHURCH AVENUE,11226,Brooklyn
"Alec Family Center, Inc.",2502,CLARENDON ROAD,2502 CLARENDON ROAD,11226,Brooklyn
Columbus Pre-School,606,COLUMBUS AVENUE,606 COLUMBUS AVENUE,10024,New York
Fitzpatrick House Dcc,415,CLAREMONT PARKWAY,415 CLAREMONT PARKWAY,10457,Bronx
Tremont Crotona Hs,1600,CROTONA PARK EAST,1600 CROTONA PARK EAST,10460,Bronx
Tremont Monterey Dcc Site 1,887,CROTONA PARK NORTH,887 CROTONA PARK NORTH,10460,Bronx
Davidson Avenue Community Day Care,1810,DAVIDSON AVENUE,1810 DAVIDSON AVENUE,10453,Bronx
Little Red School House,196,BLEEKER STREET,196 BLEEKER STREET,10012,New York
Eleanor James Preschool Site I,296,EAST 140 STREET,296 EAST 140 STREET,10454,Bronx
South Bronx Hs Prog I,490,EAST 143 STREET,490 EAST 143 STREET,10454,Bronx
Little Angels/St. Puis Hs,413,EAST 144 STREET,413 EAST 144 STREET,10454,Bronx
Hamilton Madison House Ccc,60,CATHERINE STREET,60 CATHERINE STREET,10038,New York
Cpc Universal Pre-K,115,CHRYSTIE STREET,115 CHRYSTIE STREET,10002,New York
Tompkins Hall Nursery School,21,CLAREMONT AVENUE,21 CLAREMONT AVENUE,10027,New York
Future Star Learning Center,5016,AVENUE D,5016 AVENUE D,11203,Brooklyn
"Children's Kingdom, Inc.",3315,AVENUE I,3315 AVENUE I,11210,Brooklyn
Big Apple Dcc #2,2955,AVENUE Y,2955 AVENUE Y,11235,Brooklyn
Pal World Of Little People Hs,565,BALTIC STREET,565 BALTIC STREET,11217,Brooklyn
Sunflower Day Care Center,1704,BATH AVENUE,1704 BATH AVENUE,11214,Brooklyn
Grace Pre-Sch Dcc,1800,BEDFORD AVENUE,1800 BEDFORD AVENUE,11225,Brooklyn
Staten Island Y.M.C.A. Nursery School,651,BROADWAY,651 BROADWAY,10310,Staten Island
Staten Island Mental Health Society Inc.,657,CASTLETON AVENUE,657 CASTLETON AVENUE,10301,Staten Island
The Pathways Pre-School,46,GIFFORDS LANE,46 GIFFORDS LANE,10308,Staten Island
The Harvest Pre-School,140,HARVEST AVENUE,140 HARVEST AVENUE,10310,Staten Island
Fellowship Learning Center,3036,RICHMOND TERRACE,3036 RICHMOND TERRACE,10303,Staten Island
Celebration For Kids,75,SKYLINE DRIVE,75 SKYLINE DRIVE,10304,Staten Island
Staten Island Ecc Educational Center,467,ST MARKS PLACE,467 ST MARKS PLACE,10301,Staten Island
Miracle Age Learning Ctr,628,SCHENECTADY AVENUE,628 SCHENECTADY AVENUE,11203,Brooklyn
Young World Learning Center,628,SCHNECTADY AVENUE,628 SCHNECTADY AVENUE,11203,Brooklyn
Hebrew Educational Society,9502,SEAVIEW AVENUE,9502 SEAVIEW AVENUE,11236,Brooklyn
Cortelyou Early Childhood Center,1110,CORTELYOU ROAD,1110 CORTELYOU ROAD,11218,Brooklyn
Associated Beth Rivah Hs,310,CROWN STREET,310 CROWN STREET,11225,Brooklyn
Ohel Sarah Dcc,771,CROWN STREET,771 CROWN STREET,11213,Brooklyn
Mt. Lebanon Earling Learning Center,230,DECATUR STREET,230 DECATUR STREET,11233,Brooklyn
Bed Stuy Ecdc Inc.,971,DEKALB AVENUE,971 DEKALB AVENUE,11221,Brooklyn
Garden Of Youth Pre-School,2770,EAST 16 STREET,2770 EAST 16 STREET,11235,Brooklyn
Growing Assets Cdc,231,EAST 17 STREET,231 EAST 17 STREET,11226,Brooklyn
Abc Day Care Center,1015,CHURCH AVENUE,1015 CHURCH AVENUE,11218,Brooklyn
Kids Universe Cdc,2723,CHURCH AVENUE,2723 CHURCH AVENUE,11226,Brooklyn
Windsor Day Care Inc.,4203,CHURCH AVENUE,4203 CHURCH AVENUE,11203,Brooklyn
Our Little Friends Dcc Iii,5221,CHURCH AVENUE,5221 CHURCH AVENUE,11203,Brooklyn
The Little Paradise Pre-School,4714,CLARENDON ROAD,4714 CLARENDON ROAD,11203,Brooklyn
Dr. Richard Green Elc,450,CASTLE HILL AVENUE,450 CASTLE HILL AVENUE,10473,Bronx
Mott Haven E. 146th St. D.C.C.,629,COURTLANDT AVENUE,629 COURTLANDT AVENUE,10451,Bronx
Sound Dale Day Care Center,1211,CROES AVENUE,1211 CROES AVENUE,10472,Bronx
Tremont-Crotona Dcc/Universal Pre-K,1600,CROTONA PARK EAST,1600 CROTONA PARK EAST,10460,Bronx
Tremont Crotona Dcc/Hs,1600,CROTONA PARK EAST,1600 CROTONA PARK EAST,10460,Bronx
Mosholu Montefiore Head Start,3450,DEKALB AVENUE,3450 DEKALB AVENUE,10467,Bronx
University Plaza Nursery School,110,BLEECKER STREET,110 BLEECKER STREET,10012,New York
Little Star Of Broome Street,151,BROOME STREET,151 BROOME STREET,10002,New York
Park West Montessori School Inc.,435,CENTRAL PARK WEST,435 CENTRAL PARK WEST,10025,New York
Small Wonders Learning Center,3012,AVENUE M,3012 AVENUE M,11210,Brooklyn
Munchkin Land Ltd.,4712,AVENUE N,4712 AVENUE N,11234,Brooklyn
Montessori Sch-Mill Basin,6311,AVENUE N,6311 AVENUE N,11234,Brooklyn
Infinity Day Care #1,3414,AVENUE S,3414 AVENUE S,11234,Brooklyn
Beachbrook Nursery School,2953,AVENUE X,2953 AVENUE X,11235,Brooklyn
Big Apple Day Care Ctr,2020,AVENUE X,2020 AVENUE X,11235,Brooklyn
Big Apple Dcc,2020,AVENUE X,2020 AVENUE X,11235,Brooklyn
"Skazka Iii, Inc.",702,BANNER AVENUE,702 BANNER AVENUE,11235,Brooklyn
Farber - Bruch Ecc/Jewish Community House,7802,BAY PARKWAY,7802 BAY PARKWAY,11214,Brooklyn
Bay Ridge Avenue Ccc Inc.,1206,BAY RIDGE AVENUE,1206 BAY RIDGE AVENUE,11219,Brooklyn
United Academy Hs,590,BEDFORD AVENUE,590 BEDFORD AVENUE,11211,Brooklyn
Children's Playhouse,85,MONAHAN AVENUE,85 MONAHAN AVENUE,10314,Staten Island
Oakdale Academy,366,OAKDALE STREET,366 OAKDALE STREET,10312,Staten Island
Big Birds Playhouse Annex,1859,RICHMOND AVENUE,1859 RICHMOND AVENUE,10314,Staten Island
Children's Playhouse Inc.,950,ROCKLAND AVENUE,950 ROCKLAND AVENUE,10314,Staten Island
Kindercare Creative,408,SEAVIEW AVENUE,408 SEAVIEW AVENUE,10305,Staten Island
Staten Island Academy,715,TODT HILL ROAD,715 TODT HILL ROAD,10304,Staten Island
Staten Island Montessori School,2187,VICTORY BOULEVARD,2187 VICTORY BOULEVARD,10314,Staten Island
Woodhull Medical&Mental Health Ctr,760,BROADWAY,760 BROADWAY,11206,Brooklyn
Georgia L. Mcmurray Batkids Center,140,58 STREET,140 58 STREET,11220,Brooklyn
"Kids Of Fifth, Inc. Children's Workshop Of 5th Ave.",323,5 AVENUE,323 5 AVENUE,11215,Brooklyn
C.C.B. School,6910,5 AVENUE,6910 5 AVENUE,11209,Brooklyn
Magical Years Early Childhood Center Upk,230,60 STREET,230 60 STREET,11220,Brooklyn
Malcolm X Day Care Center,111-12,NORTHERN BOULEVARD,111-12 NORTHERN BOULEVARD,11368,Corona
Flushing Ywca Elc,42-07,PARSONS BOULEVARD,42-07 PARSONS BOULEVARD,11355,Flushing
Parsons Preschool,84-16,PARSONS BOULEVARD,84-16 PARSONS BOULEVARD,11432,Jamaica
"Martin L. King, Jr. Memorial Day Care Center",36-06,PRINCE STREET,36-06 PRINCE STREET,11354,Flushing
"Lic ""Ymca""Early Child Care Program",32-23,QUEENS BOULEVARD,32-23 QUEENS BOULEVARD,11101,Long Island City
Future Leaders Center Inc.,133-13,ROCKAWAY BOULEVARD,133-13 ROCKAWAY BOULEVARD,11420,South Ozone Park
Robin's Nest,140-05,ROCKAWAY BOULEVARD,140-05 ROCKAWAY BOULEVARD,11436,Jamaica
Tutor Time Of Bayside P/S,61-58,SPRINGFIELD BOULEVARD,61-58 SPRINGFIELD BOULEVARD,11364,Oakland Gardens
Afro-American Parents Dcc #1,117-16,SUTPHIN BOULEVARD,117-16 SUTPHIN BOULEVARD,11434,Jamaica
True Deliverance Christian Pre-Sch,188-15,TURIN DRIVE,188-15 TURIN DRIVE,11412,Saint Albans
Laguardia Community College Eclc Program Inc.,45-35,VAN DAM STREET,45-35 VAN DAM STREET,11101,Long Island City
Bright Beginning In Queens Village,80-45,WINCHESTER BOULEVARD,80-45 WINCHESTER BOULEVARD,11427,Queens Village
Sweet Angels Nursery School I,64-01,WOODSIDE AVENUE,64-01 WOODSIDE AVENUE,11377,Woodside
Lucky Stars Of Forest Hills,68-38,YELLOWSTONE BOULEVARD,68-38 YELLOWSTONE BOULEVARD,11375,Forest Hills
Huguenot Pre-School,5475,AMBOY ROAD,5475 AMBOY ROAD,10312,Staten Island
Gateway Preschool Academy & Kindergarten,200,BOSCOMBE AVENUE,200 BOSCOMBE AVENUE,10309,Staten Island
Beansprouts Of Brooklyn Inc.,410,6 AVENUE,410 6 AVENUE,11215,Brooklyn
Red Apple Child Development Center,5715,7 AVENUE,5715 7 AVENUE,11220,Brooklyn
The Children's House At Rivendell School,421,7 STREET,421 7 STREET,11215,Brooklyn
"Chickpeas Childcare Center, Inc.",211,8 STREET,211 8 STREET,11215,Brooklyn
Bay Ridge Play Place,345,91 STREET,345 91 STREET,11209,Brooklyn
Oasis For Children Day Care,170,ADELPHI STREET,170 ADELPHI STREET,11205,Brooklyn
First Step Ecdc,317,ALBANY AVENUE,317 ALBANY AVENUE,11213,Brooklyn
Doja Day Care Center,8615,AVENUE B,8615 AVENUE B,11236,Brooklyn
Morningside Dcc,2967,FREDERICK DOUGLASS BOULEVARD,2967 FREDERICK DOUGLASS BOULEVARD,10039,New York
Manhattan Chinese Cultural Services Day School,323,GRAND STREET,323 GRAND STREET,10002,New York
Washington Market Sch,55,HUDSON STREET,55 HUDSON STREET,10013,New York
Graham-Windham Harlem Ccc,669,LENOX AVENUE,669 LENOX AVENUE,10037,New York
Archdiocese Of Ny/St. Simon Hs,2195,VALENTINE AVENUE,2195 VALENTINE AVENUE,10457,Bronx
Herbert G. Birch E.L.C.,475,WEST 250 STREET,475 WEST 250 STREET,10471,Bronx
Reservoir Day Care,2840,WEBB AVENUE,2840 WEBB AVENUE,10468,Bronx
Aleene Logan Pre-School Center,1450,WEBSTER AVENUE,1450 WEBSTER AVENUE,10456,Bronx
South Bronx Hs,1458,WEBSTER AVENUE,1458 WEBSTER AVENUE,10456,Bronx
United Bronx Parents Day Care Center,888,WESTCHESTER AVENUE,888 WESTCHESTER AVENUE,10459,Bronx
Susan E. Wagner Day School,4102,WHITE PLAINS ROAD,4102 WHITE PLAINS ROAD,10466,Bronx
United Talmudical Academy Hs,5301,14 AVENUE,5301 14 AVENUE,11219,Brooklyn
Yeled V'Yalda Head Start,3909,15 AVENUE,3909 15 AVENUE,11218,Brooklyn
European Child Care,8416,19 AVENUE,8416 19 AVENUE,11214,Brooklyn
Yeshiva Head Start,1402,40 STREET,1402 40 STREET,11218,Brooklyn
West Cop/Project Social Care Hs,1169,43 STREET,1169 43 STREET,11219,Brooklyn
The Child Study Center At New York Inc.,1315,43 STREET,1315 43 STREET,11219,Brooklyn
Bay Ridge Nursery,314,44 STREET,314 44 STREET,11220,Brooklyn
St. Andrew's Community Dcc,4917,4 AVENUE,4917 4 AVENUE,11220,Brooklyn
Highbridge Advisory Council Ecc #3,1399,OGDEN AVENUE,1399 OGDEN AVENUE,10452,Bronx
Maggie Alston Dc,3415,OLINVILLE AVENUE,3415 OLINVILLE AVENUE,10467,Bronx
Sharon Baptist Hs,3210,PARK AVENUE,3210 PARK AVENUE,10451,Bronx
1199 Future Of America Learning Center,1500,PELHAM PARKWAY SOUTH,1500 PELHAM PARKWAY SOUTH,10461,Bronx
The Rainbow School,900,PELHAM PARKWAY SOUTH,900 PELHAM PARKWAY SOUTH,10462,Bronx
Bronx Community College,2205,SEDGWICK AVENUE,2205 SEDGWICK AVENUE,10468,Bronx
King Tot Kindergarten&Nursery,3909,SETON AVENUE,3909 SETON AVENUE,10466,Bronx
"La Peninsula Community Organization Inc., Hs",489,ST PAUL'S PLACE,489 ST PAUL'S PLACE,10456,Bronx
Little Red Train,188-32,JAMAICA AVENUE,188-32 JAMAICA AVENUE,11423,Hollis
Committee For Early Childhood Development Hs,193-04,JAMAICA AVENUE,193-04 JAMAICA AVENUE,11423,Hollis
Precious Children Day Care Center Inc.,202-11,JAMAICA AVENUE,202-11 JAMAICA AVENUE,11423,Hollis
Kids For The Future,220-24,JAMAICA AVENUE,220-24 JAMAICA AVENUE,11428,Queens Village
Second Housing Nursery,161-55,JEWEL AVENUE,161-55 JEWEL AVENUE,11365,Fresh Meadows
Jamaica N.A.A.C.P. Dcc Inc.,189-26,LINDEN BOULEVARD,189-26 LINDEN BOULEVARD,11412,Saint Albans
Juliasa Nursery School&Kindergarten,224-03,LINDEN BOULEVARD,224-03 LINDEN BOULEVARD,11411,Cambria Heights
Positive Beginnings Inc. #2,71-25,MAIN STREET,71-25 MAIN STREET,11367,Flushing
Yahweh Day Care,115-13,MERRICK BOULEVARD,115-13 MERRICK BOULEVARD,11434,Jamaica
Red Apple Child Development Center,39,ELDRIDGE STREET,39 ELDRIDGE STREET,10002,New York
Coalition For Human Housing Dcc,60,ESSEX STREET,60 ESSEX STREET,10002,New York
Archdiocese Of New York Hs,3044,HULL AVENUE,3044 HULL AVENUE,10467,Bronx
Love Me Tender Sch,2500,JOHNSON AVENUE,2500 JOHNSON AVENUE,10463,Bronx
Knolls Nursery School,25,KNOLLS CRESCENT,25 KNOLLS CRESCENT,10463,Bronx
Village Day Care,607,MORRIS PARK AVENUE,607 MORRIS PARK AVENUE,10460,Bronx
For Kids Only Day Care Inc.,902,MORRIS PARK AVENUE,902 MORRIS PARK AVENUE,10462,Bronx
For Kids Only I/T,902,MORRIS PARK AVENUE,902 MORRIS PARK AVENUE,10462,Bronx
Lenox Hill Day Care Ctr,331,EAST 70 STREET,331 EAST 70 STREET,10021,New York
Epiphany Community N/S,510,EAST 74 STREET,510 EAST 74 STREET,10021,New York
Temple Shaaray Tefila Nurs Sch,250,EAST 79 STREET,250 EAST 79 STREET,10021,New York
Caedmon School,416,EAST 80 STREET,416 EAST 80 STREET,10021,New York
House Of Little People,129,EAST 90 STREET,129 EAST 90 STREET,10128,New York
Louis Green&Evelyn Green Davis Ccc,60,EAST 97 STREET,60 EAST 97 STREET,10029,New York
Educational Allliance Dcc,197,EAST BROADWAY,197 EAST BROADWAY,10002,New York
Coop Nursery School Of The Educational Alliance,197,EAST BROADWAY,197 EAST BROADWAY,10002,New York
Clarke Nyc Auditory Oral Center,80,EAST END AVENUE,80 EAST END AVENUE,10028,New York
Chinatown Dcc,35,DIVISION STREET,35 DIVISION STREET,10002,New York
James Weldon Johnson Hs,120,EAST 110 STREET,120 EAST 110 STREET,10029,New York
Sunshine Abc #2,142-15,FRANKLIN AVENUE,142-15 FRANKLIN AVENUE,11355,Flushing
The Children's Storefront,61,EAST 129 STREET,61 EAST 129 STREET,10035,New York
Baruch College Elc Inc.,104,EAST 19 STREET,104 EAST 19 STREET,10003,New York
Vets Kids Inc.,423,EAST 23 STREET,423 EAST 23 STREET,10010,New York
High Hopes Of Staten Island Pre-School #3,971,ROSSVILLE AVENUE,971 ROSSVILLE AVENUE,10309,Staten Island
Star Preschool Day Care,275,WALKER STREET,275 WALKER STREET,10303,Staten Island
Children's Life Center,275,WALKER STREET,275 WALKER STREET,10303,Staten Island
Children's Life Center I/T,275,WALKER STREET,275 WALKER STREET,10303,Staten Island
Woodrow Preschool Center,1075,WOODROW ROAD,1075 WOODROW ROAD,10312,Staten Island
St. Marks Head Start U.P.K.,2017,E 10 St & 2 Av,2017 E 10 St & 2 Av,11226,Brooklyn
Bambi Ii Dcc,2121,BRAGG STREET,2121 BRAGG STREET,11229,Brooklyn
Family Head Start,2901,BRIGHTON 6 STREET,2901 BRIGHTON 6 STREET,11235,Brooklyn
Rev. Charles E. Nesbitt Memorial Dcc Bethesda Memorial,1170,BUSHWICK AVENUE,1170 BUSHWICK AVENUE,11221,Brooklyn
Berkeley Carroll Sch,712,CARROLL STREET,712 CARROLL STREET,11215,Brooklyn
Park Slope Christian Academy,98,5 AVENUE,98 5 AVENUE,11217,Brooklyn
Les Enfants Montessori School,29-21,NEWTOWN AVENUE,29-21 NEWTOWN AVENUE,11102,Astoria
Pauline Brown,241-15,NORTH CONDUIT AVENUE,241-15 NORTH CONDUIT AVENUE,11422,Rosedale
International Children School,57-27,PENROD STREET,57-27 PENROD STREET,11368,Corona
The Life Skills School,97-30,QUEENS BOULEVARD,97-30 QUEENS BOULEVARD,11374,Rego Park
Alpha Kappa Alpha Sorority Dcc,144-06,ROCKAWAY BOULEVARD,144-06 ROCKAWAY BOULEVARD,11436,Jamaica
Queens Village Day School Annex Vi,96-09,SPRINGFIELD BOULEVARD,96-09 SPRINGFIELD BOULEVARD,11429,Queens Village
The Originals Of Jamaica Dcc,108-10,SUTPHIN BOULEVARD,108-10 SUTPHIN BOULEVARD,11435,Jamaica
D's Sunshine Dc Pre-Sch,121-07,SUTPHIN BOULEVARD,121-07 SUTPHIN BOULEVARD,11434,Jamaica
Coleman's Corner Day Care,90-16,SUTPHIN BOULEVARD,90-16 SUTPHIN BOULEVARD,11435,Jamaica
Hollis Hills Jewish Center,210-10,UNION TURNPIKE,210-10 UNION TURNPIKE,11364,Oakland Gardens
Stepping Stone Day School,77-40,VLEIGH PLACE,77-40 VLEIGH PLACE,11367,Flushing
Bright Beginnings In Queens Village I/T,80-45,WINCHESTER BOULEVARD,80-45 WINCHESTER BOULEVARD,11427,Queens Village
Eden Nursery,1436,67 STREET,1436 67 STREET,11219,Brooklyn
Special Sprouts Inc.,339,8 STREET,339 8 STREET,11215,Brooklyn
Yai/Ny League For Early Learning Inc.,420,95 STREET,420 95 STREET,11209,Brooklyn
Nevins Dcc,460,ATLANTIC AVENUE,460 ATLANTIC AVENUE,11217,Brooklyn
Brotherhood Synagogue Nursery School,28,GRAMERCY PARK SOUTH,28 GRAMERCY PARK SOUTH,10003,New York
